"respondent_id","question_id","choice","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","no_choice","past.use_this","brand.recall_this","brand.recognition_this","brand.recall_score","age","market_awareness","total_recalled","total_recognized","total_price_guess_diff","kcal","gram","alternative_id","respondent_question_id","city_under_500k","city_over_500k","rural","is_female","is_graduated","income_low","income_mid","income_high","eats_fastfood_weekly","eats_fastfood_rarely","market_awareness_log","market_awareness_low","age_log","price_log","market_awareness_exp","age_exp","market_awareness_sqrt","age_sqrt","total_recalled_log","total_recognized_log","total_price_guess_diff_log","is_bundle","is_premium","cluster","educated_older_urbans","young_rare_fast_food_eaters","urban_frequent_eaters"
1,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,3,24,10,7,8,24.69,415,285,1,"1_1",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.36733031215058,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,1,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,24,10,7,8,24.69,598,250,2,"1_1",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.29587390235551,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,1,3,3,0,1
1,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,10,7,8,24.69,1060,190,3,"1_1",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.13553769324487,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,7,8,24.69,0,0,4,"1_1",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,-6.90775527898214,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,0,0,3,3,0,1
1,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,10,7,8,24.69,452,243,1,"1_2",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.13553769324487,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,3,24,10,7,8,24.69,616,413,2,"1_2",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.36733031215058,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,2,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,3,24,10,7,8,24.69,737,326,3,"1_2",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.61094493930603,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,1,3,3,0,1
1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,7,8,24.69,0,0,4,"1_2",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,-6.90775527898214,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,0,0,3,3,0,1
1,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,5,24,10,7,8,24.69,458,241,1,"1_3",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.36733031215058,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,3,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,3,24,10,7,8,24.69,562,196,2,"1_3",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.61094493930603,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,1,3,3,0,1
1,3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,24,10,7,8,24.69,627,203,3,"1_3",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.29587390235551,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,1,3,3,0,1
1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,7,8,24.69,0,0,4,"1_3",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,-6.90775527898214,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,0,0,3,3,0,1
1,4,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,24,10,7,8,24.69,550,296,1,"1_4",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.29587390235551,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,1,3,3,0,1
1,4,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,24,10,7,8,24.69,404,209,2,"1_4",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.13553769324487,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,3,24,10,7,8,24.69,645,269,3,"1_4",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.36733031215058,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,7,8,24.69,0,0,4,"1_4",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,-6.90775527898214,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,0,0,3,3,0,1
1,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,3,24,10,7,8,24.69,570,282,1,"1_5",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.61094493930603,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,1,3,3,0,1
1,5,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,5,24,10,7,8,24.69,690,183,2,"1_5",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.36733031215058,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,5,1,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,24,10,7,8,24.69,1048,234,3,"1_5",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.13553769324487,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,7,8,24.69,0,0,4,"1_5",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,-6.90775527898214,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,0,0,3,3,0,1
1,6,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,24,10,7,8,24.69,520,180,1,"1_6",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.13553769324487,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,6,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,10,7,8,24.69,640,406,2,"1_6",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.13553769324487,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,5,24,10,7,8,24.69,452,214,3,"1_6",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,3.36733031215058,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,1,0,3,3,0,1
1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,7,8,24.69,0,0,4,"1_6",0,0,1,1,0,1,0,0,1,0,2.30268508799438,0,3.17809549614658,-6.90775527898214,100,26489122129.8435,3.16227766016838,4.89897948556636,1.94605299599506,2.07956653386799,3.20643880476452,0,0,3,3,0,1
2,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,1078,231,1,"2_1",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.36733031215058,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,0,3,3,0,1
2,1,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,551,322,2,"2_1",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.29587390235551,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,1,3,3,0,1
2,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,27,11,12,8,18.9,468,214,3,"2_1",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.13553769324487,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,0,3,3,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,0,4,"2_1",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,-6.90775527898214,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,0,0,3,3,0,1
2,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,27,11,12,8,18.9,640,261,1,"2_2",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.13553769324487,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,0,3,3,0,1
2,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,1033,250,2,"2_2",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.36733031215058,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,0,3,3,0,1
2,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,777,234,3,"2_2",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.61094493930603,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,1,3,3,0,1
2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,0,4,"2_2",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,-6.90775527898214,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,0,0,3,3,0,1
2,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,27,11,12,8,18.9,649,239,1,"2_3",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.36733031215058,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,0,3,3,0,1
2,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,401,228,2,"2_3",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.61094493930603,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,1,3,3,0,1
2,3,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,613,284,3,"2_3",0,1,0,0,1,0,1,0,1,0,2.3979861777573,0,3.29587390235551,3.29587390235551,121,532048240601.799,3.3166247903554,5.19615242270663,2.4849899796493,2.07956653386799,2.93921483071882,1,1,3,3,0,1
